Defeat,1040,Orianna,Tahm Kench,Talon,Twitch,Fiddlesticks,Karma,Swain,Ezreal,Leona,Cassiopeia
Defeat,1396,Aatrox,Warwick,Anivia,Yasuo,Malphite,Teemo,Cassiopeia,Cho'Gath,Soraka,Fizz
Defeat,734,Vladimir,Ezreal,Swain,Quinn,Alistar,Miss Fortune,Nasus,Hecarim,Malphite,Kalista
Victory,1275,Thresh,Kai'Sa,Katarina,Twitch,Fiddlesticks,Janna,Miss Fortune,Quinn,Ezreal,Karma
Victory,1770,Morgana,Twisted Fate,Gangplank,Brand,Cassiopeia,Jayce,Tahm Kench,Ornn,Graves,Urgot
Victory,1457,Malzahar,Sivir,Ashe,Kog'Maw,Zyra,Zed,Annie,Varus,Thresh,Vayne
Defeat,1111,Maokai,Kalista,Thresh,Azir,Galio,Sona,Fizz,Lux,Janna,Shyvana
Victory,994,Syndra,Jinx,Singed,Nami,Ornn,Lulu,Ziggs,Swain,Kassadin,Kayn
Defeat,794,Malphite,Shen,Sona,Katarina,Brand,Twisted Fate,Veigar,Blitzcrank,Swain,Rammus
Victory,1856,Xerath,Kha'Zix,Poppy,Blitzcrank,Olaf,Ashe,Morgana,Karthus,Jinx,Cho'Gath
Victory,1226,Pantheon,Maokai,Sion,Irelia,Kayle,Galio,Thresh,Dr. Mundo,Vayne,Lissandra
Victory,1709,Heimerdinger,Dr. Mundo,Twitch,Jayce,Nautilus,Cho'Gath,Thresh,Gangplank,Garen,Varus
Defeat,991,Caitlyn,Jhin,Blitzcrank,Ryze,Kled,Shen,Sona,Nidalee,Xayah,Galio
Victory,1094,Zed,Volibear,Ekko,Gangplank,Kennen,Janna,Nunu & Willump,Brand,Jinx,Draven
Victory,816,Miss Fortune,Maokai,Lux,Yorick,Gangplank,Thresh,Nunu & Willump,Tristana,Nautilus,Caitlyn
Defeat,1303,Varus,LeBlanc,Zoe,Sona,Udyr,Lee Sin,Kayn,Kennen,Teemo,Rumble
Defeat,797,Jinx,Lux,Lucian,Shen,Lulu,Draven,Taliyah,Yasuo,Alistar,Miss Fortune
Victory,1108,Ryze,Malphite,Alistar,Jhin,Rumble,Braum,Zed,Jinx,Xayah,Amumu
Defeat,1110,Kog'Maw,Jinx,Malzahar,Ekko,Garen,Ashe,Taliyah,Janna,Jayce,Gragas
Defeat,1547,Swain,Vel'Koz,Katarina,Syndra,Ornn,Amumu,Zoe,Zac,Twitch,Ahri
Defeat,1863,Poppy,Vladimir,Nami,Orianna,Annie,Olaf,Ornn,Brand,Ezreal,Jarvan IV
Defeat,1696,Warwick,Graves,Syndra,Draven,Amumu,Taliyah,Zilean,Rakan,Zed,Sion
Defeat,1428,Ashe,Brand,Thresh,Annie,Trundle,Fiddlesticks,Vayne,Blitzcrank,Renekton,Gangplank
Defeat,1024,Nautilus,Leona,Kha'Zix,Rakan,Shaco,Ahri,Yasuo,Garen,Blitzcrank,Hecarim
Defeat,1424,Tahm Kench,Galio,Jayce,Lucian,Kog'Maw,Dr. Mundo,Fiddlesticks,Morgana,Twisted Fate,Ezreal
Defeat,914,Malphite,Blitzcrank,Illaoi,Jhin,Taric,Hecarim,Lux,Thresh,Janna,Viktor
Victory,983,Vayne,Master Yi,Zoe,Ziggs,Katarina,Galio,Nunu & Willump,Darius,Xayah,Nidalee
Victory,863,Camille,Malphite,Diana,Galio,Sona,Katarina,Gangplank,Sion,LeBlanc,Jhin
Defeat,1132,Poppy,Azir,Ezreal,Zilean,Ryze,Viktor,Fizz,Kayle,Nautilus,Taric
Victory,1145,Maokai,Rengar,Syndra,Kayle,Lissandra,Kha'Zix,Aatrox,Kai'Sa,Jax,Shaco
Defeat,585,Fiddlesticks,Cho'Gath,Xayah,Miss Fortune,Kha'Zix,Kalista,Jayce,Alistar,Gragas,Kog'Maw
Defeat,1024,Aurelion Sol,Ashe,Rakan,Thresh,Nautilus,Heimerdinger,Jayce,Bard,Miss Fortune,Teemo
Victory,698,Soraka,Pantheon,Zilean,Sion,Kassadin,Caitlyn,Rengar,Garen,Jax,Kennen
Defeat,1020,Master Yi,Orianna,Lux,Warwick,Riven,Renekton,Twitch,Ahri,Jhin,Twisted Fate
Defeat,1653,Nautilus,Ornn,Caitlyn,Xerath,Kassadin,Garen,Twisted Fate,Olaf,Ahri,Maokai
Defeat,1392,Rumble,Fiddlesticks,Lissandra,Gragas,Lux,Irelia,Rengar,Swain,Zoe,Viktor
Victory,1052,Soraka,Maokai,Xerath,Vel'Koz,Nidalee,Taliyah,Veigar,Bard,Akali,Vladimir
Defeat,1288,Anivia,Syndra,Hecarim,Twisted Fate,Vayne,Pantheon,Taliyah,Singed,Blitzcrank,Cassiopeia
